#gi	CAI	CAI_Alm	CBI	COG	COGanno	COGfun	Annotation
370559	1.27169646641043	3.3097459067372	1.08602487083481	24	Methionine aminopeptidase	J	methionine aminopeptidase
370560	1.228178001929	3.11061141662257	0.990556443763439	2095	Multiple antibiotic transporter	U	conserved hypothetical protein
370561	1.30594431238039	3.28419281102111	1.08716983499747	2095	Multiple antibiotic transporter	U	conserved hypothetical protein
370562	1.29586289378547	3.36726664204809	1.13557467971615	600	ABC-type nitrate/sulfonate/bicarbonate transport system, permease component	P	ABC transporter, permease protein, putative
370563	1.33626875424175	3.48375893815771	1.18180393239826	114	Fumarase	C	fumarate hydratase
370564	1.28159819013407	3.06810874678599	1.04484078475605	659	Sulfate permease and related transporters (MFS superfamily)	P	sulfate transporter family protein
370565	1.30442858464985	3.12507023961286	1.04665386583676	-	-	-	hypothetical protein
370566	1.31033692941411	3.6091573569628	1.18612693761839	1055	Na+/H+ antiporter NhaD and related arsenite permeases	P	Na+/H+ antiporter, putative
370567	1.33006414170872	3.57442291071721	1.21436641040679	793	Periplasmic protease	M	conserved hypothetical protein
370568	1.38780833378792	3.70879331598258	1.21602371812757	761	Penicillin tolerance protein	IM	penicillin tolerance protein LytB
370569	1.26040331972229	3.2147894496042	1.07954577575068	-	-	-	conserved hypothetical protein
370570	1.28064439764309	3.26503404385929	1.07967657711139	-	-	-	conserved hypothetical protein
370571	1.21442728707099	3.43714761696181	1.09779133585831	-	-	-	type III secretion chaperone
370572	1.2520482545489	3.10485855485675	0.992654180834338	-	-	-	conserved hypothetical protein
370573	1.34000865351422	3.49955633528556	1.13560999858066	-	-	-	hypothetical protein
370574	1.23990919814339	3.05199373346536	1.06174033402201	4974	Site-specific recombinase XerD	L	integrase/recombinase XerD
370575	1.32476948329489	3.34836097160621	1.13214750780085	-	-	-	conserved hypothetical protein
370576	1.32572048195231	3.46993135928884	1.17118240028698	296	1,4-alpha-glucan branching enzyme	G	1,4-alpha-glucan branching enzyme
370577	1.31525075530855	3.47818826350075	1.14983560256149	-	-	-	hypothetical protein
370578	1.22627851756026	3.15312699490917	1.01649008426161	-	-	-	hypothetical protein
370579	1.32188384718147	3.43420063019245	1.11224571899285	-	-	-	hypothetical protein
370580	1.30365491978606	3.25672039165377	1.10464342548596	-	-	-	polymorphic membrane protein E/F family
370581	1.31578121472897	3.24532149886635	1.10813694585731	-	-	-	polymorphic membrane protein E/F family
370582	1.40158087175067	3.76337472478353	1.23721467411967	-	-	-	polymorphic membrane protein G family
370583	1.37189990039914	3.63874743724257	1.2073391367055	-	-	-	polymorphic membrane protein H family
370584	1.27947925088614	3.35668024433309	1.12724004147595	-	-	-	hypothetical protein
370585	1.34551495227601	3.24157690974989	1.06198379236093	-	-	-	hypothetical protein
370586	1.26113314111162	3.25336700750125	1.10182685521704	-	-	-	polymorphic membrane protein G family
370587	1.3296703629932	3.3873772935314	1.14811513237283	-	-	-	hypothetical protein
370588	1.30125462741117	3.69101899962412	1.18416576825694	2155	Uncharacterized conserved protein	S	conserved hypothetical protein
370589	1.34622932208299	3.68566905774919	1.10235673315746	721	Asp-tRNAAsn/Glu-tRNAGln amidotransferase C subunit	J	glutamyl-tRNA(Gln) amidotransferase subunit C, putative
370590	1.35489158652503	3.51927624289896	1.15765541632402	154	Asp-tRNAAsn/Glu-tRNAGln amidotransferase A subunit and related amidases	J	glutamyl-tRNA(Gln) amidotransferase subunit A
370591	1.36411799473456	3.61730384557216	1.18824548232551	64	Asp-tRNAAsn/Glu-tRNAGln amidotransferase B subunit (PET112 homolog)	J	glutamyl-tRNA(Gln) amidotransferase subunit B
370592	1.30943568323528	3.29339285858053	1.09530334751959	-	-	-	conserved hypothetical protein
370593	1.34384739349577	3.33910356729194	1.07972880673133	-	-	-	conserved hypothetical protein
370594	1.35312092656585	3.57420142304699	1.15962074870678	-	-	-	conserved hypothetical protein
370595	1.2818318608473	3.26219694925778	1.12105238617882	1039	Ribonuclease HIII	L	ribonuclease HII
370596	1.32507747115041	3.22702296244046	1.06714386023264	1426	Uncharacterized protein conserved in bacteria	S	conserved hypothetical protein
370597	1.2667568238906	3.1717259298462	1.07949688127516	1560	Lauroyl/myristoyl acyltransferase	M	lipid A biosynthesis lauroyl acyltransferase, putative
370598	1.21918045090374	3.0723798416242	1.04430946548979	-	-	-	conserved hypothetical protein
370599	1.30299413120542	3.36288639792766	1.08830021447187	1624	Uncharacterized conserved protein	S	conserved hypothetical protein
370600	1.30991156667833	3.39958887670046	1.13592460244376	1271	Cytochrome bd-type quinol oxidase, subunit 1	C	cytochrome D ubiquinol oxidase, subunit I
370601	1.26318987332222	3.37567038656471	1.12198010544282	1294	Cytochrome bd-type quinol oxidase, subunit 2	C	cytochrome D ubiquinol oxidase, subunit II
370602	1.30522480983881	3.28437835815906	1.11144273725004	1875	Predicted ATPase related to phosphate starvation-inducible protein PhoH	T	PhoH-related protein
370603	1.39257351185347	3.6492642847513	1.19300106806663	-	-	-	conserved hypothetical protein
370604	1.35694625751134	3.57195726140352	1.20339852874828	-	-	-	conserved hypothetical protein
370605	1.2560419746821	3.26843766735821	1.09842325601782	-	-	-	conserved hypothetical protein
370606	1.32133366942334	3.68779723996557	1.17405890665194	-	-	-	hypothetical protein
370607	1.33543246240868	3.55373391360768	1.21741281055821	60	Isoleucyl-tRNA synthetase	J	isoleucyl-tRNA synthetase
370608	1.25879649135554	3.17757363206751	1.07810429724654	681	Signal peptidase I	U	signal peptidase, putative
370609	1.22921807662883	3.14759466282215	1.02643383356698	-	-	-	conserved hypothetical protein
370610	1.38271874689729	3.75276829971508	1.18292757394861	254	Ribosomal protein L31	J	ribosomal protein L31
370611	1.44063986514564	3.64528957739099	1.14112187052837	216	Protein chain release factor A	J	peptide chain release factor 1
370612	1.31493404574705	3.31508241756821	1.10057468279297	2890	Methylase of polypeptide chain release factors	J	modification methylase, HemK family
370613	1.36977461427291	3.55339130838104	1.17442677852486	541	Signal recognition particle GTPase	U	signal recognition particle
370614	1.41010292026436	3.5822388111318	1.08367018175891	228	Ribosomal protein S16	J	ribosomal protein S16
370615	1.36685305935237	3.40635601102445	1.11497871786893	336	tRNA-(guanine-N1)-methyltransferase	J	tRNA (guanine-N1)-methyltransferase
370616	1.37759442425953	3.60462159299663	1.12941105379031	335	Ribosomal protein L19	J	ribosomal protein L19
370617	1.31319597281348	3.62160302874204	1.17383042860192	164	Ribonuclease HII	L	ribonuclease HII
370618	1.31574583138783	3.5201522513108	1.17216748477016	194	Guanylate kinase	F	guanylate kinase
370619	1.31246003236486	3.41351210018494	1.11412845328796	-	-	-	conserved hypothetical protein
370620	1.3177571874394	3.46455146801815	1.17034966621998	143	Methionyl-tRNA synthetase	J	methionyl-tRNA synthetase
370621	1.25643351336704	3.17051802457225	1.08367320432614	507	ATP-dependent exoDNAse (exonuclease V), alpha subunit - helicase superfamily I member	L	exodeoxyribonuclease V, alpha subunit
370622	1.26123450267848	3.1851511892475	1.05726620462413	-	-	-	conserved hypothetical protein
370623	1.38559547152665	3.33558686865374	1.14853065988597	-	-	-	hypothetical protein
370624	1.34690883247766	3.57603233385334	1.16606702278376	4285	Uncharacterized conserved protein	S	biotin apo-protein ligase-related protein
370625	1.30285039664756	3.29072918584524	1.09217120141902	-	-	-	conserved hypothetical protein
370626	1.26553701194058	3.10758878568735	1.06777148520731	-	-	-	hypothetical protein
370627	1.1976390963612	3.2634665444064	1.11472485075354	-	-	-	conserved hypothetical protein
370628	1.33667285433728	3.29560359373601	1.0920263752608	717	Deoxycytidine deaminase	F	deoxycytidine triphosphate deaminase
370629	1.34531014912835	3.43210018742463	1.14222172027162	2255	Holliday junction resolvasome, helicase subunit	L	Holliday junction DNA helicase RuvB
370630	1.33173990527871	3.44556686468165	1.12002380247371	-	-	-	conserved hypothetical protein
370631	1.29640678640315	3.34866349427999	1.15945693905414	1523	Type II secretory pathway, pullulanase PulA and related glycosidases	G	glycosyl hydrolase family protein
370632	1.37443163332862	3.42315052917356	1.13749321383588	-	-	-	conserved hypothetical protein
370633	1.34839714544089	3.62866459351847	1.13431512800206	629	Single-stranded DNA-binding protein	L	single-strand binding protein
370634	1.3481444878625	3.54393749998548	1.17059403976774	260	Leucyl aminopeptidase	E	leucine aminopeptidase
370635	1.31671027157124	3.48943962532585	0.964230706341951	-	-	-	Hc2 nucleoprotein
370636	1.29581692149632	3.33289206793162	1.13859864608777	1466	DNA polymerase III, delta subunit	L	conserved hypothetical protein
370637	1.38021944646468	3.67293286954178	1.16711381014398	313	Predicted methyltransferases	R	conserved hypothetical protein
370638	1.34519409859721	3.57493525748297	1.1866500923794	-	-	-	hypothetical protein
370639	1.31149634149526	2.99863479055483	0.969089877685242	-	-	-	hypothetical protein
370640	1.32825500520482	3.21152348228418	1.01612140356101	-	-	-	hypothetical protein
370641	1.27941167758206	3.42056938639684	1.17914284245422	635	Coproporphyrinogen III oxidase and related Fe-S oxidoreductases	H	oxygen-independent coproporphyrinogen III oxidase HemN, putative
370642	1.33768359387598	3.18479834446815	1.06769612076349	-	-	-	conserved hypothetical protein
370643	1.32143911387191	3.42071296386762	1.18519559172039	567	2-oxoglutarate dehydrogenase complex, dehydrogenase (E1) component, and related enzymes	C	2-oxoglutarate dehydrogenase, E1 component
370644	1.33006999279331	3.56449261428754	1.17990794300244	508	Pyruvate/2-oxoglutarate dehydrogenase complex, dihydrolipoamide acyltransferase (E2) component, and	C	2-oxoglutarate dehydrogenase, E2 component, dihydrolipoamide succinyltransferase
370645	1.25875212804664	3.32877218187409	1.13078282063938	1496	Uncharacterized conserved protein	S	conserved hypothetical protein
370646	1.32564341985861	3.3727126978594	1.15797509929918	821	Enzyme involved in the deoxyxylulose pathway of isoprenoid biosynthesis	I	gcpE protein
370647	1.27525718222944	3.23725601559319	1.07109588213794	-	-	-	conserved hypothetical protein
370648	1.32702899881449	3.54512146396931	1.17167817914579	633	Ferredoxin	C	ferredoxin
370649	1.26756961675576	3.27312026744275	1.13108211510011	1298	Flagellar biosynthesis pathway, component FlhA	NU	protein export protein, FHIPEP family
370650	1.35186867823823	3.60200596030045	1.18587713254294	1191	DNA-directed RNA polymerase specialized sigma subunit	K	RNA polymerase sigma factor, sigma-70 family
370651	1.3377959626938	3.53025415768016	1.17227557166309	162	Tyrosyl-tRNA synthetase	J	tyrosyl-tRNA synthetase
370652	1.3701829443315	3.75863087471309	1.22683653903591	362	6-phosphogluconate dehydrogenase	G	6-phosphogluconate dehydrogenase, decarboxylating
370653	1.28830749246304	3.15515208893105	1.09881390237347	481	Membrane GTPase LepA	M	GTP-binding protein LepA
370654	1.31066453017428	3.40981764570047	1.11509987528584	3202	ATP/ADP translocase	C	ADP, ATP carrier protein
370655	1.29002581684162	3.13204597349947	1.07278714332155	-	-	-	conserved hypothetical protein
370656	1.11348119380744	2.81827367431345	1.06728031670915	-	-	-	hypothetical protein
370657	1.31857995843849	3.42115497854764	1.15551858443112	803	ABC-type metal ion transport system, periplasmic component/surface adhesin	P	ABC transporter, periplasmic substrate-binding protein, putative
370658	1.35791247081897	3.53560030927295	1.12595910640474	1121	ABC-type Mn/Zn transport systems, ATPase component	P	ABC transporter, ATP-binding protein
370659	1.30128051161019	3.26521360123685	1.10525648495307	1108	ABC-type Mn2+/Zn2+ transport systems, permease components	P	ABC transporter, permease protein, putative
370660	1.2693985113223	3.40126117730702	1.11963144723398	1108	ABC-type Mn2+/Zn2+ transport systems, permease components	P	ABC transporter, permease protein, putative
370661	1.33681028496298	3.54961673906652	1.17133570827622	743	1-deoxy-D-xylulose 5-phosphate reductoisomerase	I	1-deoxy-D-xylulose 5-phosphate reductoisomerase
370662	1.32074843173452	3.45605650784444	1.16149402787337	750	Predicted membrane-associated Zn-dependent proteases 1	M	conserved hypothetical protein
370663	1.26211443674732	3.07251970279045	1.06173486076602	-	-	-	conserved hypothetical protein
370664	1.24471120583298	3.26368616788034	1.09628006789228	1195	Recombinational DNA repair ATPase (RecF pathway)	L	recF protein, putative
370665	1.31410431149817	3.1469464931935	1.07100923437506	592	DNA polymerase sliding clamp subunit (PCNA homolog)	L	DNA polymerase III, beta subunit
370666	1.37299075228188	3.63739670918252	1.16864516359045	691	tmRNA-binding protein	O	small protein B
370667	1.26748069001897	3.35500303059699	1.13052762506618	1477	Membrane-associated lipoprotein involved in thiamine biosynthesis	H	thiamine biosynthesis lipoprotein, putative
370668	1.26671252085386	3.09738388925906	1.01781498433399	190	5,10-methylene-tetrahydrofolate dehydrogenase/Methenyl tetrahydrofolate cyclohydrolase	H	methylenetetrahydrofolate dehydrogenase/methenyltetrahydrofolate cyclohydrolase
370669	1.32110444105644	3.71548316826159	1.1281817215511	-	-	-	conserved hypothetical protein
370670	1.22858927046803	3.17681007804986	0.966331454364582	-	-	-	hypothetical protein
370671	1.32481473116483	3.10218456813349	1.0454162145457	-	-	-	conserved hypothetical protein
370672	1.24941631788173	3.35414704611573	1.12488144234491	-	-	-	conserved hypothetical protein
370673	1.41696323412953	3.67202792215018	1.21243101352174	-	-	-	conserved hypothetical protein
370674	1.29661775876244	3.38519858294662	1.14683381763034	-	-	-	conserved hypothetical protein
370675	1.20244310011457	2.97388632558611	0.98979982713629	1502	Phosphatidylserine/phosphatidylglycerophosphate/cardiolipin synthases and related enzymes	I	phospholipase D family protein
370676	1.2196744813172	2.67528031749952	0.950929753107365	-	-	-	hypothetical protein
370677	1.26188112196475	3.35363510760748	1.1318221633972	43	3-polyprenyl-4-hydroxybenzoate decarboxylase and related decarboxylases	H	conserved hypothetical protein
370678	1.32020440758429	3.06831749185516	1.06584545978725	-	-	-	hypothetical protein
370679	1.38286772719725	3.36519025227759	1.08040624497011	227	Ribosomal protein L28	J	ribosomal protein L28
370680	1.29178209559435	3.39670831163122	1.17889902272382	1640	4-alpha-glucanotransferase	G	4-alpha-glucanotransferase
370681	1.2954370444703	3.34595308616233	1.08478864730242	-	-	-	type III secretion chaperone SycE
370682	1.25236136177806	3.24011639710852	1.05412981533136	-	-	-	type III secreted protein SctW
370683	1.31114986986476	3.19481704507677	1.08391350486495	4789	Type III secretory pathway, component EscV	U	type III secretion inner membrane protein SctV
370684	1.22372485578006	3.00886403061354	1.01941406805109	1377	Flagellar biosynthesis pathway, component FlhB	NU	type III secretion inner membrane protein SctU
370685	1.39018496595851	3.55672392615272	1.15746191597842	12	Predicted GTPase, probable translation factor	J	GTP-binding protein, YchF family
370686	1.27454377849041	3.25449557743016	1.11228114258576	196	FAD synthase	H	riboflavin kinase/FMN adenylyltransferase
370687	1.18966637446097	2.87693826704713	0.958434803616583	858	Ribosome-binding factor A	J	ribosome-binding factor A
370688	1.3178412460904	3.23841754172632	1.11149156224409	532	Translation initiation factor 2 (IF-2; GTPase)	J	translation initiation factor 2
370689	1.29107915539016	3.25632879669093	1.11278577788103	195	Transcription elongation factor	K	N utilization substance protein A
370690	1.33661244826666	3.2372147296347	1.08256985484812	539	Ribosomal protein S1	J	ribosomal protein S1
370691	1.18835969653398	3.09741974788375	1.10029778214182	-	-	-	hypothetical protein
370692	1.35872563279996	3.63917132791658	1.15414891358891	492	Thioredoxin reductase	O	thioredoxin reductase
370693	1.33047817185369	3.61452598419874	1.12261130122493	736	Phosphopantetheinyl transferase (holo-ACP synthase)	I	holo-(acyl-carrier protein) synthase
370694	1.18233413164321	3.0446845670081	1.08464474701594	-	-	-	hypothetical protein
370695	1.26061875391408	3.06145398712656	1.02640620816449	3190	Flagellar biogenesis protein	N	conserved hypothetical protein
370696	1.3199651446693	3.43352622892126	1.12939821181893	561	Predicted hydrolases of the HAD superfamily	R	conserved hypothetical protein
370697	1.34845369853059	3.28837302797382	1.10212742663935	623	Enoyl-[acyl-carrier-protein] reductase (NADH)	I	enoyl-(acyl-carrier protein) reductase
370698	1.32445062950481	3.44630900278611	1.18004242344124	-	-	-	hypothetical protein
370699	1.31415257628582	3.37300416858529	1.14448430103734	1194	A/G-specific DNA glycosylase	L	A/G-specific adenine glycosylase
370700	1.29261857835405	3.34990533931955	1.08753287794712	327	Uncharacterized conserved protein	S	conserved hypothetical protein
370701	1.28246602515675	3.2851135649075	1.10883067169819	-	-	-	conserved hypothetical protein
370702	1.28935901334972	3.18452817160913	1.0948356546092	459	Chaperonin GroEL (HSP60 family)	O	60 kDa chaperonin
370703	1.31205971504356	3.14599473111417	1.09693404082639	234	Co-chaperonin GroES (HSP10)	O	10 kDa chaperonin
370704	1.27598063086079	3.26336667829132	1.09250164847336	1164	Oligoendopeptidase F	E	oligoendopeptidase F
370705	1.34050827705765	3.47817105878748	1.169047474664	542	ATPases with chaperone activity, ATP-binding subunit	O	ATP-dependent Clp protease, subunit B
370706	1.32940218735439	3.40716005920721	1.12723566004956	2912	Uncharacterized conserved protein	S	conserved hypothetical protein
370707	1.349758261112	3.43002461068473	1.14294182124908	-	-	-	hypothetical protein
370708	1.35372200907705	3.59607735617314	1.10933485764644	-	-	-	hypothetical protein
370709	1.36616785085525	3.77891817316511	1.21564059254316	-	-	-	hypothetical protein
370710	1.32246872377187	3.48355519447698	1.16213290503836	-	-	-	hypothetical protein
370711	1.30968651790934	3.36388496992028	1.0918360176049	-	-	-	hypothetical protein
370712	1.2307556065349	3.15651814452417	1.03308149881527	-	-	-	inclusion membrane localised protein IncA
370713	1.37471797964229	3.65640250320878	1.12147737008126	36	Pentose-5-phosphate-3-epimerase	G	ribulose-phosphate 3-epimerase
370714	1.3152607252118	3.24532348900603	1.0305967053225	231	Translation elongation factor P (EF-P)/translation initiation factor 5A (eIF-5A)	J	translation elongation factor P
370715	1.34968971930281	3.7877531042098	1.21341949575061	511	Biotin carboxyl carrier protein	I	acetyl-coenzyme A carboxylase, biotin carboxyl carrier protein
370716	1.35791446134642	3.58526485184257	1.16703820120099	439	Biotin carboxylase	I	acetyl-coenzyme A carboxylase, biotin carboxylase
370717	1.36024571189075	3.58622688090217	1.17960511900575	102	Ribosomal protein L13	J	ribosomal protein L13
370718	1.34472880571637	3.39670716381208	1.11101512788761	103	Ribosomal protein S9	J	ribosomal protein S9
370719	1.21451044351857	3.23591413930964	1.07504623528071	791	Cell wall-associated hydrolases (invasion-associated proteins)	M	Nlp/P60 family protein
370720	1.2541239962482	3.4165578100722	1.14946774653322	563	Adenylate kinase and related kinases	F	adenylate kinase
370721	1.30836161225342	3.4407927604379	1.15758847751118	765	ABC-type amino acid transport system, permease component	E	amino acid ABC transporter, permease protein
370722	1.35744882224425	3.41087548950237	1.13935677966322	1126	ABC-type polar amino acid transport system, ATPase component	E	amino acid ABC transporter, ATP-binding protein
370723	1.25958763836184	3.19800915814384	1.07952242381186	-	-	-	conserved hypothetical protein
370724	1.21208443072698	3.27445720525855	1.07419914890318	1295	Predicted membrane protein	S	conserved hypothetical protein
370725	1.26045229440229	3.39884552631639	1.10597633585909	2226	Methylase involved in ubiquinone/menaquinone biosynthesis	H	conserved hypothetical protein
370726	1.30657964419121	3.56643548965396	1.15086497656014	-	-	-	hypothetical protein
370727	1.31286222096547	3.52101983342307	1.17389608250023	-	-	-	conserved hypothetical protein
370728	1.37283671589922	3.58670130336535	1.12815005824556	400	Predicted esterase	R	serine esterase, putative
370729	1.33622816013839	3.573358881951	1.14827895352141	9	Putative translation factor (SUA5)	J	conserved hypothetical protein
370730	1.34192453180189	3.40806135012978	1.16118046571871	2355	Zn-dependent dipeptidase, microsomal dipeptidase homolog	E	dipeptidase, putative
370731	1.31571603144724	3.37332563921747	1.15484395427494	747	ABC-type dipeptide transport system, periplasmic component	E	peptide ABC transporter, periplasmic peptide-binding protein, putative
370732	1.2795199095271	3.32957570148086	1.08920817332133	1738	Uncharacterized conserved protein	S	conserved hypothetical protein
370733	1.3796731957687	3.48383465183224	1.08993172714874	3318	Predicted metal-binding protein related to the C-terminal domain of SecA	R	conserved hypothetical protein
370734	1.34714632912296	3.4330457945953	1.14816319849667	-	-	-	conserved hypothetical protein
370735	1.38699772451318	3.5462660415267	1.16881889679575	-	-	-	conserved hypothetical protein
370736	1.34690723871074	3.45751022666318	1.12689355162908	-	-	-	conserved hypothetical protein
370737	1.38348556075208	3.5101558756213	1.16803697931229	1262	Uncharacterized conserved protein	S	conserved hypothetical protein
370738	1.33739940334136	3.4816432665589	1.17388555990279	272	NAD-dependent DNA ligase (contains BRCT domain type II)	L	DNA ligase
370739	1.33908509282077	3.45050080391627	1.18459450855637	-	-	-	conserved hypothetical protein
370740	1.26160548022993	3.27812938546903	1.11850536883379	654	2-polyprenyl-6-methoxyphenol hydroxylase and related FAD-dependent oxidoreductases	HC	monooxygenase-related protein
370741	1.28413451424961	3.38381899425557	1.152349398991	1073	Hydrolases of the alpha/beta superfamily	R	conserved hypothetical protein
370742	1.17180899356918	2.8722742550253	1.02166028730824	-	-	-	hypothetical protein
370743	1.21111506902214	3.14303382815118	1.0733744400791	-	-	-	ribosomal protein L33
370744	1.30670102530427	3.39642244559791	1.14793175576324	4591	ABC-type transport system, involved in lipoprotein release, permease component	M	conserved hypothetical protein
370745	1.34788542733237	3.35495184698511	1.08095194133395	1136	ABC-type antimicrobial peptide transport system, ATPase component	V	ABC transporter, ATP-binding protein
370746	1.29214885249905	3.28510149355868	1.13133263224734	-	-	-	MAC/perforin family protein
370747	1.26548711834441	3.11206123609946	1.05464297294608	1502	Phosphatidylserine/phosphatidylglycerophosphate/cardiolipin synthases and related enzymes	I	phospholipase D family protein
370748	1.27226545959153	3.21368594755944	1.11735846623753	1502	Phosphatidylserine/phosphatidylglycerophosphate/cardiolipin synthases and related enzymes	I	phospholipase D family protein
370749	1.29285757163562	3.1744861243214	1.07459785002451	1502	Phosphatidylserine/phosphatidylglycerophosphate/cardiolipin synthases and related enzymes	I	phospholipase D family protein
370750	1.29825123322438	3.24357292219539	1.04420003643088	-	-	-	phospholipase D family protein
370751	1.2444682061482	3.03903207389339	1.00151336133565	1502	Phosphatidylserine/phosphatidylglycerophosphate/cardiolipin synthases and related enzymes	I	phospholipase D family protein
370752	1.32479106049667	3.39835799987023	1.19777129404698	-	-	-	adherence factor
370753	1.32363904482026	3.36575283090051	1.18527893079387	-	-	-	adherence factor
370754	1.32114102626588	3.38723920033774	1.18851096528552	-	-	-	adherence factor
370755	1.33522018890081	3.42190542744784	1.13385195293621	1502	Phosphatidylserine/phosphatidylglycerophosphate/cardiolipin synthases and related enzymes	I	phospholipase D family protein
370756	1.25720080559242	3.14126498225939	1.0835254341714	1816	Adenosine deaminase	F	hypothetical protein
370757	1.26591776381423	3.25320920879466	1.11589504994116	519	GMP synthase, PP-ATPase domain/subunit	F	GMP synthase
370758	1.29474206283675	3.18855189444993	1.09124287682506	516	IMP dehydrogenase/GMP reductase	F	inosine-5`-monophosphate dehydrogenase, putative
370759	1.37043278524928	3.65270304106981	1.16313535561987	-	-	-	hypothetical protein
370760	1.26550243596735	2.96926223884492	1.01339828739074	-	-	-	hypothetical protein
370761	1.29013318817737	3.25293159643234	1.10764845328575	4166	ABC-type oligopeptide transport system, periplasmic component	E	peptide ABC transporter, periplasmic peptide-binding protein
370762	1.34335578170376	3.53294640824757	1.15256541327381	1502	Phosphatidylserine/phosphatidylglycerophosphate/cardiolipin synthases and related enzymes	I	phospholipase D family protein
370763	1.25897120288267	3.38681836612309	1.08611286795802	1495	Disulfide bond formation protein DsbB	O	conserved hypothetical protein
370764	1.2496384601138	3.06485234817091	1.03435583911705	1651	Protein-disulfide isomerase	O	conserved hypothetical protein
370765	1.30398970817948	3.41098511871858	1.13460739065963	-	-	-	conserved hypothetical protein
370766	1.20344205484204	3.13463284112135	1.03775534300809	-	-	-	conserved hypothetical protein
370767	1.21801439196155	3.02307488276435	1.02260290647718	1116	ABC-type nitrate/sulfonate/bicarbonate transport system, ATPase component	P	ABC transporter, ATP-binding protein
370768	1.24472004667191	3.02663529192728	1.01058895393239	-	-	-	conserved hypothetical protein
370769	1.29392557162181	3.40308674188985	1.149056961243	1212	CMP-2-keto-3-deoxyoctulosonic acid synthetase	M	3-deoxy-manno-octulosonate cytidylyltransferase
370770	1.30138301249439	3.55646940695306	1.21168539838584	504	CTP synthase (UTP-ammonia lyase)	F	CTP synthase
370771	1.30222070871159	3.60411970381288	1.19459588696466	816	Predicted endonuclease involved in recombination (possible Holliday junction resolvase in Mycoplasma	L	conserved hypothetical protein
370772	1.27484715234314	3.28311954268618	1.14240210457264	364	Glucose-6-phosphate 1-dehydrogenase	G	glucose-6-phosphate 1-dehydrogenase
370773	1.35705304609438	3.40756541117501	1.14129150635459	363	6-phosphogluconolactonase/Glucosamine-6-phosphate isomerase/deaminase	G	glucosamine-6-phosphate isomerase, putative
370774	1.28772114878028	3.25370297352257	1.09660281619552	470	ATPase involved in DNA replication	L	DNA polymerase III, tau subunit, putative
370775	1.26274552431884	3.0903026230845	1.06481305364462	125	Thymidylate kinase	F	thymidylate kinase
370776	1.28255192789293	3.19017462268292	1.10385499814724	188	Type IIA topoisomerase (DNA gyrase/topo II, topoisomerase IV), A subunit	L	DNA gyrase, subunit A
370777	1.30626931244437	3.23561703283527	1.13140428022689	187	Type IIA topoisomerase (DNA gyrase/topo II, topoisomerase IV), B subunit	L	DNA gyrase, subunit B
370778	1.26546116434256	3.09588815588905	1.05178340377478	-	-	-	conserved hypothetical protein
370779	1.34074848437385	3.32914915139328	1.07922046343321	-	-	-	hypothetical protein
370780	1.29503107256236	3.23265154900572	1.08391749036817	343	Queuine/archaeosine tRNA-ribosyltransferase	J	queuine tRNA-ribosyltransferase
370781	1.31461928011944	3.14801451278625	1.09017124355642	2239	Mg/Co/Ni transporter MgtE (contains CBS domain)	P	magnesium transporter
370782	1.36753552203253	3.4212347537687	1.07950104580986	-	-	-	hypothetical protein
370783	1.26423241217635	3.24739590678095	1.09933408390763	-	-	-	conserved hypothetical protein
370784	1.24684967833231	3.25639527065304	1.09999126150151	-	-	-	hypothetical protein
370785	1.34120406955305	3.66481600258732	1.17862610139182	533	Metal-dependent proteases with possible chaperone activity	O	O-sialoglycoprotein endopeptidase
370786	1.29811831130767	3.37743651229579	1.15729682581134	4166	ABC-type oligopeptide transport system, periplasmic component	E	peptide ABC transporter, periplasmic peptide-binding protein, putative
370787	1.24531125712736	3.29665490433047	1.12197481874293	601	ABC-type dipeptide/oligopeptide/nickel transport systems, permease components	EP	peptide ABC transporter, permease protein
370788	1.26499432728761	3.22804639190213	1.11481016898147	1173	ABC-type dipeptide/oligopeptide/nickel transport systems, permease components	EP	peptide ABC transporter, permease protein
370789	1.28830228293351	3.29812845521234	1.11918908297129	444	ABC-type dipeptide/oligopeptide/nickel transport system, ATPase component	EP	peptide ABC transporter, ATP-binding protein
370790	1.32523880684084	3.66072651541386	1.1920560630805	-	-	-	conserved hypothetical protein
370791	1.31388897230427	3.58762213563837	1.15879656957726	471	Di- and tricarboxylate transporters	P	sodium:sulfate symporter family protein
370792	1.33537995237148	3.55072722477937	1.1991470279616	205	6-phosphofructokinase	G	pyrophosphate--fructose 6-phosphate 1-phosphotransferase, beta subunit
370793	1.27876932570962	3.32275016139852	1.11634426277734	1073	Hydrolases of the alpha/beta superfamily	R	conserved hypothetical protein
370794	1.3136825768949	3.34421655856032	1.14373166108679	205	6-phosphofructokinase	G	pyrophosphate--fructose 6-phosphate 1-phosphotransferase, beta subunit
370795	1.23917220073404	3.04358492497448	1.03409648660602	1519	3-deoxy-D-manno-octulosonic-acid transferase	M	3-deoxy-D-manno-2-octulosonic acid transferase
370796	1.29182644524352	3.19539571624264	1.12157520968689	495	Leucyl-tRNA synthetase	J	leucyl-tRNA synthetase
370797	1.31023338936249	3.3383770169806	1.09828291791676	1	Glutamate-1-semialdehyde aminotransferase	H	glutamate-1-semialdehyde 2,1-aminomutase
370798	1.22434201724833	3.02341209545077	1.00365685288809	1678	Putative transcriptional regulator	K	transcriptional regulator, putative
